location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,37.71529,21.657755,296.0,10800,Europe/Athens,GMT+3
1,37.293495,22.082228,516.0,10800,Europe/Athens,GMT+3
2,38.76977,23.451569,123.0,10800,Europe/Athens,GMT+3
3,39.050964,26.419754,355.0,10800,Europe/Athens,GMT+3
4,37.293495,22.082228,569.0,10800,Europe/Athens,GMT+3
5,38.488575,24.056988,214.0,10800,Europe/Athens,GMT+3
6,36.44991,23.146214,198.0,10800,Europe/Athens,GMT+3
7,37.996483,23.225805,918.0,10800,Europe/Athens,GMT+3
8,39.26186,23.181818,266.0,10800,Europe/Athens,GMT+3
9,37.996483,24.556452,313.0,10800,Europe/Athens,GMT+3
10,36.66081,22.411533,176.0,10800,Europe/Athens,GMT+3
11,37.0826,22.589169,610.0,10800,Europe/Athens,GMT+3
12,37.434093,21.662233,250.0,10800,Europe/Athens,GMT+3
13,38.980667,23.30137,182.0,10800,Europe/Athens,GMT+3
14,38.20738,23.805668,406.0,10800,Europe/Athens,GMT+3
15,38.27768,22.986486,387.0,10800,Europe/Athens,GMT+3
16,37.64499,21.748999,138.0,10800,Europe/Athens,GMT+3
17,36.02812,27.862694,69.0,10800,Europe/Athens,GMT+3
18,38.910366,24.500683,92.0,10800,Europe/Athens,GMT+3
19,36.66081,24.416777,315.0,10800,Europe/Athens,GMT+3
20,39.964848,23.505587,160.0,10800,Europe/Athens,GMT+3
21,37.0826,22.232498,940.0,10800,Europe/Athens,GMT+3
22,36.239014,22.938883,455.0,10800,Europe/Athens,GMT+3
23,38.558872,24.089674,369.0,10800,Europe/Athens,GMT+3
24,40.738136,24.638298,259.0,10800,Europe/Athens,GMT+3
25,40.597538,24.695898,202.0,10800,Europe/Athens,GMT+3
26,38.629173,23.510204,188.0,10800,Europe/Athens,GMT+3
27,39.40246,22.62431,333.0,10800,Europe/Athens,GMT+3
28,37.785587,26.86747,209.0,10800,Europe/Athens,GMT+3
29,40.31634,24.177216,356.0,10800,Europe/Athens,GMT+3
30,36.098415,27.898832,192.0,10800,Europe/Athens,GMT+3
31,38.066784,20.713324,483.0,10800,Europe/Athens,GMT+3
32,39.050964,22.098766,670.0,10800,Europe/Athens,GMT+3
33,36.801403,27.082787,126.0,10800,Europe/Athens,GMT+3
34,38.066784,23.741587,554.0,10800,Europe/Athens,GMT+3
35,38.20738,24.291498,156.0,10800,Europe/Athens,GMT+3
36,38.347977,23.38295,261.0,10800,Europe/Athens,GMT+3
37,38.20738,23.076923,180.0,10800,Europe/Athens,GMT+3
38,35.114235,24.764332,451.0,10800,Europe/Athens,GMT+3
39,36.66081,25.124508,257.0,10800,Europe/Athens,GMT+3
40,38.20738,22.105263,350.0,10800,Europe/Athens,GMT+3
41,41.01933,24.522112,539.0,10800,Europe/Athens,GMT+3
42,37.71529,23.94385,72.0,10800,Europe/Athens,GMT+3
43,40.246044,20.85674,1491.0,7200,Europe/Tirane,GMT+2
44,37.71529,20.815508,145.0,10800,Europe/Athens,GMT+3
45,38.558872,23.233696,234.0,10800,Europe/Athens,GMT+3
46,37.855885,20.75067,379.0,10800,Europe/Athens,GMT+3
47,38.84007,23.237705,188.0,10800,Europe/Athens,GMT+3
48,37.152897,25.47619,644.0,10800,Europe/Athens,GMT+3
49,38.418278,23.414635,475.0,10800,Europe/Athens,GMT+3
50,38.418278,21.585367,225.0,10800,Europe/Athens,GMT+3
51,38.13708,22.196766,653.0,10800,Europe/Athens,GMT+3
52,38.488575,22.835821,276.0,10800,Europe/Athens,GMT+3
53,38.27768,21.891891,601.0,10800,Europe/Athens,GMT+3
54,39.543056,22.437674,144.0,10800,Europe/Athens,GMT+3
55,37.996483,22.258064,1485.0,10800,Europe/Athens,GMT+3
56,38.27768,26.027027,204.0,10800,Europe/Athens,GMT+3
57,37.434093,23.337767,247.0,10800,Europe/Athens,GMT+3
58,39.824253,21.935934,740.0,10800,Europe/Athens,GMT+3
59,38.13708,23.65229,612.0,10800,Europe/Athens,GMT+3
60,39.121265,20.892857,0.0,10800,Europe/Athens,GMT+3
61,37.64499,26.194927,281.0,10800,Europe/Athens,GMT+3
62,37.855885,21.474531,239.0,10800,Europe/Athens,GMT+3
63,37.855885,22.92225,347.0,10800,Europe/Athens,GMT+3
64,41.23023,24.369627,554.0,10800,Europe/Athens,GMT+3
65,37.926186,23.919462,631.0,10800,Europe/Athens,GMT+3
66,37.223198,21.933775,343.0,10800,Europe/Athens,GMT+3
67,36.801403,22.943497,308.0,10800,Europe/Athens,GMT+3
68,41.01933,26.191156,201.0,10800,Europe/Athens,GMT+3
69,35.395428,23.738796,179.0,10800,Europe/Athens,GMT+3
70,38.066784,23.378197,209.0,10800,Europe/Athens,GMT+3
71,36.801403,21.879107,186.0,10800,Europe/Athens,GMT+3
72,40.105446,23.949581,183.0,10800,Europe/Athens,GMT+3
73,37.50439,21.810919,514.0,10800,Europe/Athens,GMT+3
74,35.043934,25.76336,231.0,10800,Europe/Athens,GMT+3
75,38.69947,21.212534,241.0,10800,Europe/Athens,GMT+3
76,38.418278,21.219513,1.0,10800,Europe/Athens,GMT+3
77,41.01933,24.778887,22.0,10800,Europe/Athens,GMT+3
78,40.94903,25.384617,44.0,10800,Europe/Athens,GMT+3
79,36.942,22.529644,437.0,10800,Europe/Athens,GMT+3
80,36.590508,22.382198,404.0,10800,Europe/Athens,GMT+3
81,38.418278,21.95122,168.0,10800,Europe/Athens,GMT+3
82,37.57469,23.039999,433.0,10800,Europe/Athens,GMT+3
83,38.347977,22.165089,289.0,10800,Europe/Athens,GMT+3
84,37.855885,24.852547,373.0,10800,Europe/Athens,GMT+3
85,37.434093,22.140957,403.0,10800,Europe/Athens,GMT+3
86,39.33216,20.606897,359.0,10800,Europe/Athens,GMT+3
87,37.434093,22.38032,733.0,10800,Europe/Athens,GMT+3
88,39.40246,22.5,270.0,10800,Europe/Athens,GMT+3
89,40.45694,22.341328,248.0,10800,Europe/Athens,GMT+3
90,35.184532,24.45153,242.0,10800,Europe/Athens,GMT+3
91,37.57469,22.68,195.0,10800,Europe/Athens,GMT+3
92,38.488575,26.010855,321.0,10800,Europe/Athens,GMT+3
93,35.395428,23.62356,442.0,10800,Europe/Athens,GMT+3
94,35.184532,26.058672,560.0,10800,Europe/Athens,GMT+3
95,40.597538,23.295616,361.0,10800,Europe/Athens,GMT+3
96,40.94903,22.820515,157.0,10800,Europe/Athens,GMT+3
97,39.191563,22.530949,706.0,10800,Europe/Athens,GMT+3
98,39.47276,19.917013,45.0,10800,Europe/Athens,GMT+3
99,37.855885,22.560322,786.0,10800,Europe/Athens,GMT+3
100,38.066784,21.440107,0.0,10800,Europe/Athens,GMT+3
101,38.488575,22.347355,578.0,10800,Europe/Athens,GMT+3
102,37.152897,26.785715,131.0,10800,Europe/Athens,GMT+3
103,37.50439,22.170439,1195.0,10800,Europe/Athens,GMT+3
104,37.152897,21.666666,297.0,10800,Europe/Athens,GMT+3
105,38.84007,22.868853,525.0,10800,Europe/Athens,GMT+3
106,40.246044,22.120787,1771.0,10800,Europe/Athens,GMT+3
107,36.309315,28.125,86.0,10800,Europe/Athens,GMT+3
108,35.114235,24.764332,492.0,10800,Europe/Athens,GMT+3
109,34.973637,24.930115,294.0,10800,Europe/Athens,GMT+3
110,40.52724,21.61017,658.0,10800,Europe/Athens,GMT+3
111,37.363796,22.709164,-2.0,10800,Europe/Athens,GMT+3
112,35.043934,25.419847,593.0,10800,Europe/Athens,GMT+3
113,40.878735,25.732574,113.0,10800,Europe/Athens,GMT+3
114,40.878735,23.556189,281.0,10800,Europe/Athens,GMT+3
115,38.629173,23.020409,353.0,10800,Europe/Athens,GMT+3
116,38.347977,23.139378,177.0,10800,Europe/Athens,GMT+3
117,38.910366,20.807114,1.0,10800,Europe/Athens,GMT+3
118,38.84007,21.270493,172.0,10800,Europe/Athens,GMT+3
119,37.71529,22.740643,257.0,10800,Europe/Athens,GMT+3
120,40.31634,21.01266,1314.0,10800,Europe/Athens,GMT+3
121,39.543056,22.31302,261.0,10800,Europe/Athens,GMT+3
122,39.824253,20.557104,376.0,10800,Europe/Athens,GMT+3
123,41.01933,25.164051,0.0,10800,Europe/Athens,GMT+3
124,41.159927,22.660944,163.0,10800,Europe/Athens,GMT+3
125,40.878735,23.044096,322.0,10800,Europe/Athens,GMT+3
126,39.26186,22.561983,562.0,10800,Europe/Athens,GMT+3
127,38.558872,25.557066,142.0,10800,Europe/Athens,GMT+3
128,41.01933,22.59629,33.0,10800,Europe/Athens,GMT+3
129,37.434093,23.218084,212.0,10800,Europe/Athens,GMT+3
130,39.613354,20.34674,412.0,10800,Europe/Athens,GMT+3
131,38.13708,20.619946,133.0,10800,Europe/Athens,GMT+3
132,38.629173,24.12245,272.0,10800,Europe/Athens,GMT+3
133,40.597538,23.041018,77.0,10800,Europe/Athens,GMT+3
134,41.51142,26.32565,135.0,10800,Europe/Athens,GMT+3
135,37.996483,23.104837,1015.0,10800,Europe/Athens,GMT+3
136,39.753952,20.653685,527.0,10800,Europe/Athens,GMT+3
137,38.13708,23.773584,1053.0,10800,Europe/Athens,GMT+3
138,36.731106,25.27559,346.0,10800,Europe/Athens,GMT+3
139,39.543056,20.692522,1060.0,10800,Europe/Athens,GMT+3
140,41.300526,22.855093,125.0,10800,Europe/Athens,GMT+3
141,35.184532,25.140306,296.0,10800,Europe/Athens,GMT+3
142,40.105446,22.058825,935.0,10800,Europe/Athens,GMT+3
143,41.08963,23.27143,23.0,10800,Europe/Athens,GMT+3
144,40.808434,21.988636,626.0,10800,Europe/Athens,GMT+3
145,39.050964,20.987654,0.0,10800,Europe/Athens,GMT+3
146,40.808434,20.965908,851.0,10800,Europe/Athens,GMT+3
147,39.824253,25.320335,187.0,10800,Europe/Athens,GMT+3
148,39.191563,26.121046,453.0,10800,Europe/Athens,GMT+3
149,37.0826,21.756935,434.0,10800,Europe/Athens,GMT+3
150,40.878735,22.147938,147.0,10800,Europe/Athens,GMT+3
151,40.386642,23.704224,345.0,10800,Europe/Athens,GMT+3
152,36.379612,25.814863,186.0,10800,Europe/Athens,GMT+3
153,37.434093,22.38032,872.0,10800,Europe/Athens,GMT+3
154,40.246044,21.867977,306.0,10800,Europe/Athens,GMT+3
155,36.871704,22.38158,945.0,10800,Europe/Athens,GMT+3
156,41.722317,26.309694,43.0,10800,Europe/Athens,GMT+3
157,40.808434,26.079544,1.0,10800,Europe/Athens,GMT+3
158,37.996483,23.467741,63.0,10800,Europe/Athens,GMT+3
159,37.434093,24.414894,148.0,10800,Europe/Athens,GMT+3
160,39.26186,26.033058,299.0,10800,Europe/Athens,GMT+3
161,38.13708,22.439352,180.0,10800,Europe/Athens,GMT+3
162,37.71529,21.537434,171.0,10800,Europe/Athens,GMT+3
163,39.26186,22.066114,140.0,10800,Europe/Athens,GMT+3
164,39.964848,21.620113,541.0,10800,Europe/Athens,GMT+3
165,40.597538,20.876945,1202.0,7200,Europe/Tirane,GMT+2
166,39.753952,21.78025,742.0,10800,Europe/Athens,GMT+3
167,39.613354,22.59362,47.0,10800,Europe/Athens,GMT+3
168,36.44991,27.375978,69.0,10800,Europe/Athens,GMT+3
169,40.105446,21.428574,609.0,10800,Europe/Athens,GMT+3
170,40.738136,23.234043,270.0,10800,Europe/Athens,GMT+3
171,38.69947,21.457766,435.0,10800,Europe/Athens,GMT+3
172,37.293495,23.1565,77.0,10800,Europe/Athens,GMT+3
173,37.57469,23.4,218.0,10800,Europe/Athens,GMT+3
174,38.27768,20.432432,118.0,10800,Europe/Athens,GMT+3
175,38.69947,22.561308,336.0,10800,Europe/Athens,GMT+3
176,41.01933,25.93438,319.0,10800,Europe/Athens,GMT+3
177,40.878735,21.635847,904.0,10800,Europe/Athens,GMT+3
178,37.926186,21.865772,928.0,10800,Europe/Athens,GMT+3
179,41.159927,26.266094,62.0,10800,Europe/Athens,GMT+3
180,37.0826,25.204756,190.0,10800,Europe/Athens,GMT+3
181,39.050964,22.345678,467.0,10800,Europe/Athens,GMT+3
182,36.379612,22.529335,81.0,10800,Europe/Athens,GMT+3
183,40.45694,21.198872,690.0,10800,Europe/Athens,GMT+3
184,39.33216,20.731035,1089.0,10800,Europe/Athens,GMT+3
185,41.370823,24.827585,1501.0,10800,Europe/Athens,GMT+3
186,38.066784,22.04576,1261.0,10800,Europe/Athens,GMT+3
187,36.942,21.818182,516.0,10800,Europe/Athens,GMT+3
188,38.629173,22.77551,353.0,10800,Europe/Athens,GMT+3
189,39.824253,20.306408,1031.0,7200,Europe/Tirane,GMT+2
190,40.03515,22.405596,1300.0,10800,Europe/Athens,GMT+3
191,39.753952,21.529903,554.0,10800,Europe/Athens,GMT+3
192,37.785587,22.048193,496.0,10800,Europe/Athens,GMT+3
193,40.667835,22.691217,4.0,10800,Europe/Athens,GMT+3
194,38.84007,21.393442,535.0,10800,Europe/Athens,GMT+3
195,39.964848,20.23743,261.0,7200,Europe/Tirane,GMT+2
196,37.434093,25.372341,223.0,10800,Europe/Athens,GMT+3
197,39.613354,21.969488,453.0,10800,Europe/Athens,GMT+3
198,41.159927,24.077253,87.0,10800,Europe/Athens,GMT+3
199,39.613354,20.721222,934.0,10800,Europe/Athens,GMT+3
200,37.926186,24.7651,236.0,10800,Europe/Athens,GMT+3
201,39.121265,21.263737,670.0,10800,Europe/Athens,GMT+3
202,37.57469,24.24,174.0,10800,Europe/Athens,GMT+3
203,35.32513,25.089514,184.0,10800,Europe/Athens,GMT+3
204,41.581722,26.493507,67.0,10800,Europe/Athens,GMT+3
205,38.84007,22.5,104.0,10800,Europe/Athens,GMT+3
206,38.84007,22.254099,346.0,10800,Europe/Athens,GMT+3
207,40.667835,22.43626,3.0,10800,Europe/Athens,GMT+3
208,35.32513,23.82353,772.0,10800,Europe/Athens,GMT+3
209,38.066784,24.34724,98.0,10800,Europe/Athens,GMT+3
210,39.613354,21.969488,410.0,10800,Europe/Athens,GMT+3
211,41.01933,24.907276,18.0,10800,Europe/Athens,GMT+3
212,40.246044,23.63764,118.0,10800,Europe/Athens,GMT+3
213,36.801403,24.599213,145.0,10800,Europe/Athens,GMT+3
214,39.89455,25.104603,36.0,10800,Europe/Athens,GMT+3
215,35.32513,24.283888,465.0,10800,Europe/Athens,GMT+3
216,34.973637,25.044472,434.0,10800,Europe/Athens,GMT+3
217,39.753952,19.777468,605.0,10800,Europe/Athens,GMT+3
218,39.683655,22.5,64.0,10800,Europe/Athens,GMT+3
219,35.32513,25.319693,146.0,10800,Europe/Athens,GMT+3
220,41.370823,26.63793,66.0,10800,Europe/Athens,GMT+3
221,38.980667,22.68493,1109.0,10800,Europe/Athens,GMT+3
222,40.386642,21.802816,660.0,10800,Europe/Athens,GMT+3
223,37.926186,21.261745,10.0,10800,Europe/Athens,GMT+3
224,37.363796,23.545818,471.0,10800,Europe/Athens,GMT+3
225,37.152897,24.52381,508.0,10800,Europe/Athens,GMT+3
226,38.347977,24.113668,417.0,10800,Europe/Athens,GMT+3
227,40.94903,24.358976,43.0,10800,Europe/Athens,GMT+3
228,40.94903,23.589745,25.0,10800,Europe/Athens,GMT+3
229,41.08963,21.857143,1392.0,10800,Europe/Athens,GMT+3
230,35.184532,25.59949,893.0,10800,Europe/Athens,GMT+3
231,38.629173,21.67347,570.0,10800,Europe/Athens,GMT+3
232,39.121265,21.634615,1260.0,10800,Europe/Athens,GMT+3
233,35.395428,24.199745,106.0,10800,Europe/Athens,GMT+3
234,41.01933,23.751783,63.0,10800,Europe/Athens,GMT+3
235,40.45694,21.960508,1458.0,10800,Europe/Athens,GMT+3
236,38.558872,21.032608,122.0,10800,Europe/Athens,GMT+3
237,38.13708,21.832884,721.0,10800,Europe/Athens,GMT+3
238,35.254833,24.137932,981.0,10800,Europe/Athens,GMT+3
239,39.47276,20.414938,336.0,10800,Europe/Athens,GMT+3
240,35.114235,26.025478,735.0,10800,Europe/Athens,GMT+3
241,38.066784,22.651413,273.0,10800,Europe/Athens,GMT+3
242,39.89455,22.719666,4.0,10800,Europe/Athens,GMT+3
243,40.808434,22.62784,16.0,10800,Europe/Athens,GMT+3
244,37.434093,24.893618,84.0,10800,Europe/Athens,GMT+3
245,35.32513,24.629156,582.0,10800,Europe/Athens,GMT+3
246,39.40246,22.872929,385.0,10800,Europe/Athens,GMT+3
247,37.0826,22.470278,418.0,10800,Europe/Athens,GMT+3
248,41.08963,22.500002,165.0,10800,Europe/Athens,GMT+3
249,39.89455,20.83682,1335.0,10800,Europe/Athens,GMT+3
250,39.40246,21.878452,114.0,10800,Europe/Athens,GMT+3
251,37.012302,26.952507,435.0,10800,Europe/Athens,GMT+3
252,40.246044,21.36236,637.0,10800,Europe/Athens,GMT+3
253,37.855885,24.008043,90.0,10800,Europe/Athens,GMT+3
254,37.012302,25.408972,106.0,10800,Europe/Athens,GMT+3
255,37.293495,22.559683,1199.0,10800,Europe/Athens,GMT+3
256,41.370823,26.379309,80.0,10800,Europe/Athens,GMT+3
257,39.33216,22.22069,109.0,10800,Europe/Athens,GMT+3
258,40.878735,25.98862,3.0,10800,Europe/Athens,GMT+3
259,38.910366,21.915184,959.0,10800,Europe/Athens,GMT+3
260,36.590508,22.971205,388.0,10800,Europe/Athens,GMT+3
261,37.71529,26.71123,90.0,10800,Europe/Athens,GMT+3
262,40.246044,22.5,7.0,10800,Europe/Athens,GMT+3
263,40.175747,23.730717,153.0,10800,Europe/Athens,GMT+3
264,35.32513,23.708439,656.0,10800,Europe/Athens,GMT+3
265,40.597538,22.277227,24.0,10800,Europe/Athens,GMT+3
266,40.738136,21.574469,656.0,10800,Europe/Athens,GMT+3
267,39.824253,22.437326,128.0,10800,Europe/Athens,GMT+3
268,40.878735,21.507824,592.0,10800,Europe/Athens,GMT+3
269,37.996483,21.653225,443.0,10800,Europe/Athens,GMT+3
270,38.980667,20.712328,14.0,10800,Europe/Athens,GMT+3
271,40.246044,22.5,163.0,10800,Europe/Athens,GMT+3
272,39.613354,21.719833,124.0,10800,Europe/Athens,GMT+3
273,39.824253,22.18663,319.0,10800,Europe/Athens,GMT+3
274,40.31634,23.29114,166.0,10800,Europe/Athens,GMT+3
275,39.191563,22.778542,6.0,10800,Europe/Athens,GMT+3
276,40.738136,22.851065,99.0,10800,Europe/Athens,GMT+3
277,38.980667,22.931507,2.0,10800,Europe/Athens,GMT+3
278,37.57469,22.56,638.0,10800,Europe/Athens,GMT+3
279,36.801403,21.760841,7.0,10800,Europe/Athens,GMT+3
280,38.76977,22.71487,97.0,10800,Europe/Athens,GMT+3
281,38.347977,23.626522,55.0,10800,Europe/Athens,GMT+3
282,40.878735,26.244665,4.0,10800,Europe/Istanbul,GMT+3
283,37.785587,22.048193,842.0,10800,Europe/Athens,GMT+3
284,40.45694,21.70663,714.0,10800,Europe/Athens,GMT+3
285,40.808434,24.161932,28.0,10800,Europe/Athens,GMT+3
286,35.043934,25.992367,438.0,10800,Europe/Athens,GMT+3
287,37.64499,25.113485,311.0,10800,Europe/Athens,GMT+3
288,40.667835,21.798866,778.0,10800,Europe/Athens,GMT+3
289,35.32513,24.629156,372.0,10800,Europe/Athens,GMT+3
290,35.536026,27.150192,185.0,10800,Europe/Athens,GMT+3
291,39.050964,22.962963,67.0,10800,Europe/Athens,GMT+3
292,35.536026,24.146341,152.0,10800,Europe/Athens,GMT+3
293,39.753952,19.777468,95.0,10800,Europe/Athens,GMT+3
294,37.0826,21.994717,4.0,10800,Europe/Athens,GMT+3
295,40.45694,25.51481,66.0,10800,Europe/Athens,GMT+3
296,40.31634,21.64557,1078.0,10800,Europe/Athens,GMT+3
297,38.558872,26.046196,49.0,10800,Europe/Athens,GMT+3
298,38.488575,23.934872,570.0,10800,Europe/Athens,GMT+3
299,38.347977,22.530447,78.0,10800,Europe/Athens,GMT+3
300,38.558872,21.399456,17.0,10800,Europe/Athens,GMT+3
301,41.23023,22.693409,165.0,10800,Europe/Athens,GMT+3
302,40.597538,23.422915,88.0,10800,Europe/Athens,GMT+3
303,40.105446,21.680674,687.0,10800,Europe/Athens,GMT+3
304,40.45694,20.818054,1372.0,10800,Europe/Athens,GMT+3
305,35.32513,25.549871,490.0,10800,Europe/Athens,GMT+3
306,37.57469,21.6,-2.0,10800,Europe/Athens,GMT+3
307,40.52724,21.228813,653.0,10800,Europe/Athens,GMT+3
308,40.31634,21.265823,875.0,10800,Europe/Athens,GMT+3
309,40.808434,23.267044,351.0,10800,Europe/Athens,GMT+3
310,40.808434,23.90625,192.0,10800,Europe/Athens,GMT+3
311,40.878735,22.532005,146.0,10800,Europe/Athens,GMT+3
312,35.536026,23.799744,45.0,10800,Europe/Athens,GMT+3
313,40.597538,21.131542,855.0,10800,Europe/Athens,GMT+3
314,39.47276,21.908714,91.0,10800,Europe/Athens,GMT+3
315,40.386642,22.56338,18.0,10800,Europe/Athens,GMT+3
316,40.03515,20.39161,1424.0,10800,Europe/Athens,GMT+3
317,39.964848,21.494413,595.0,10800,Europe/Athens,GMT+3
318,38.066784,21.92463,701.0,10800,Europe/Athens,GMT+3
319,36.379612,28.161669,62.0,10800,Europe/Athens,GMT+3
320,38.76977,22.100954,1312.0,10800,Europe/Athens,GMT+3
321,39.47276,21.535269,809.0,10800,Europe/Athens,GMT+3
322,41.01933,22.72468,86.0,10800,Europe/Athens,GMT+3
323,40.597538,22.531824,6.0,10800,Europe/Athens,GMT+3
324,39.191563,21.045393,224.0,10800,Europe/Athens,GMT+3
325,40.03515,21.65035,403.0,10800,Europe/Athens,GMT+3
326,36.801403,22.5887,8.0,10800,Europe/Athens,GMT+3
327,40.386642,23.070421,56.0,10800,Europe/Athens,GMT+3
328,38.488575,23.080055,213.0,10800,Europe/Athens,GMT+3
329,40.878735,24.708393,1.0,10800,Europe/Athens,GMT+3
330,39.89455,21.71548,736.0,10800,Europe/Athens,GMT+3
331,41.08963,22.37143,513.0,10800,Europe/Athens,GMT+3
332,41.01933,25.677603,62.0,10800,Europe/Athens,GMT+3
333,39.40246,22.127071,100.0,10800,Europe/Athens,GMT+3
334,36.168716,28.051947,45.0,10800,Europe/Athens,GMT+3
335,39.40246,26.229282,62.0,10800,Europe/Athens,GMT+3
336,37.293495,22.798409,406.0,10800,Europe/Athens,GMT+3
337,37.363796,21.752989,444.0,10800,Europe/Athens,GMT+3
338,39.121265,26.332418,402.0,10800,Europe/Athens,GMT+3
339,39.753952,21.029207,993.0,10800,Europe/Athens,GMT+3
340,36.590508,27.212042,139.0,10800,Europe/Athens,GMT+3
341,38.347977,22.530447,24.0,10800,Europe/Athens,GMT+3
342,39.543056,22.686981,44.0,10800,Europe/Athens,GMT+3
343,41.159927,25.49356,150.0,10800,Europe/Athens,GMT+3
344,40.03515,20.643358,480.0,10800,Europe/Athens,GMT+3
345,41.23023,23.338108,49.0,10800,Europe/Athens,GMT+3
346,38.76977,21.732605,1248.0,10800,Europe/Athens,GMT+3
347,40.52724,21.101696,890.0,10800,Europe/Athens,GMT+3
348,38.13708,21.590296,42.0,10800,Europe/Athens,GMT+3
349,37.57469,22.68,116.0,10800,Europe/Athens,GMT+3
350,39.753952,22.656467,711.0,10800,Europe/Athens,GMT+3
351,41.370823,23.922413,389.0,10800,Europe/Athens,GMT+3
352,40.878735,23.812233,10.0,10800,Europe/Athens,GMT+3
353,39.191563,22.283356,125.0,10800,Europe/Athens,GMT+3
354,36.44991,25.37859,105.0,10800,Europe/Athens,GMT+3
355,39.683655,20.125,102.0,7200,Europe/Tirane,GMT+2
356,41.01933,23.751783,67.0,10800,Europe/Athens,GMT+3
357,39.964848,25.265364,58.0,10800,Europe/Athens,GMT+3
358,38.13708,24.501347,296.0,10800,Europe/Athens,GMT+3
359,41.23023,23.982807,145.0,10800,Europe/Athens,GMT+3
360,39.47276,25.020746,163.0,10800,Europe/Athens,GMT+3
361,41.08963,22.885715,289.0,10800,Europe/Athens,GMT+3
362,37.57469,24.72,122.0,10800,Europe/Athens,GMT+3
363,38.347977,20.581867,483.0,10800,Europe/Athens,GMT+3
364,39.543056,21.31579,1836.0,10800,Europe/Athens,GMT+3
365,38.347977,21.190798,1.0,10800,Europe/Athens,GMT+3
366,40.94903,23.333334,470.0,10800,Europe/Athens,GMT+3
367,39.964848,25.391062,5.0,10800,Europe/Athens,GMT+3
368,39.26186,20.578512,1.0,10800,Europe/Athens,GMT+3
369,41.159927,23.690987,1005.0,10800,Europe/Athens,GMT+3
370,36.801403,25.781866,382.0,10800,Europe/Athens,GMT+3
371,37.855885,22.560322,837.0,10800,Europe/Athens,GMT+3
372,38.910366,22.530779,50.0,10800,Europe/Athens,GMT+3
373,39.683655,22.375,93.0,10800,Europe/Athens,GMT+3
374,38.76977,24.6794,128.0,10800,Europe/Athens,GMT+3
375,36.871704,25.934212,373.0,10800,Europe/Athens,GMT+3
376,41.370823,23.534481,673.0,10800,Europe/Athens,GMT+3
377,35.254833,23.908047,575.0,10800,Europe/Athens,GMT+3
378,39.40246,23.121546,541.0,10800,Europe/Athens,GMT+3
379,40.94903,22.051283,115.0,10800,Europe/Athens,GMT+3
380,41.581722,26.103897,315.0,10800,Europe/Athens,GMT+3
381,38.629173,20.571428,209.0,10800,Europe/Athens,GMT+3
382,37.71529,22.981283,678.0,10800,Europe/Athens,GMT+3
383,36.871704,23.921053,0.0,10800,Europe/Athens,GMT+3
384,41.08963,23.528572,45.0,10800,Europe/Athens,GMT+3
385,41.08963,24.300001,145.0,10800,Europe/Athens,GMT+3
386,36.942,23.478262,128.0,10800,Europe/Athens,GMT+3
387,35.395428,26.850193,451.0,10800,Europe/Athens,GMT+3
388,36.52021,26.352942,52.0,10800,Europe/Athens,GMT+3
389,35.32513,26.3555,103.0,10800,Europe/Athens,GMT+3
390,37.363796,26.653387,50.0,10800,Europe/Athens,GMT+3
391,40.45694,23.356842,522.0,10800,Europe/Athens,GMT+3
392,41.159927,24.849785,64.0,10800,Europe/Athens,GMT+3
393,37.71529,20.815508,18.0,10800,Europe/Athens,GMT+3
394,39.40246,20.38674,117.0,10800,Europe/Athens,GMT+3
395,39.121265,23.736263,81.0,10800,Europe/Athens,GMT+3
396,41.300526,26.341463,16.0,10800,Europe/Athens,GMT+3
397,41.01933,24.136948,64.0,10800,Europe/Athens,GMT+3
398,36.871704,27.236843,450.0,10800,Europe/Athens,GMT+3
399,40.175747,23.352036,18.0,10800,Europe/Athens,GMT+3
400,40.386642,21.295774,639.0,10800,Europe/Athens,GMT+3
401,36.942,22.29249,976.0,10800,Europe/Athens,GMT+3
402,40.175747,20.953718,1380.0,10800,Europe/Athens,GMT+3
403,38.558872,22.255434,1738.0,10800,Europe/Athens,GMT+3
404,39.26186,26.404959,46.0,10800,Europe/Athens,GMT+3
405,41.300526,26.083214,230.0,10800,Europe/Athens,GMT+3
406,40.52724,23.262712,523.0,10800,Europe/Athens,GMT+3
407,37.71529,22.379679,759.0,10800,Europe/Athens,GMT+3
408,39.613354,19.847435,39.0,10800,Europe/Athens,GMT+3
409,39.33216,21.475863,1346.0,10800,Europe/Athens,GMT+3
410,41.370823,23.405172,240.0,10800,Europe/Athens,GMT+3
411,36.942,22.7668,282.0,10800,Europe/Athens,GMT+3
412,38.910366,22.161423,346.0,10800,Europe/Athens,GMT+3
413,40.31634,22.27848,621.0,10800,Europe/Athens,GMT+3
414,39.40246,20.013811,26.0,10800,Europe/Athens,GMT+3
415,41.370823,24.439653,575.0,10800,Europe/Athens,GMT+3
416,39.683655,20.875,504.0,10800,Europe/Athens,GMT+3